#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -      m
2022 08 22 00 57 15 2 5658.953
2022 08 22 00 57 00 2 5658.953
2022 08 22 00 56 15 2 5658.956
2022 08 22 00 56 00 2 5658.956
2022 08 22 00 55 15 2 5658.959
2022 08 22 00 55 00 2 5658.959
2022 08 22 00 54 15 2 5658.962
2022 08 22 00 54 00 2 5658.962
2022 08 22 00 53 15 2 5658.964
2022 08 22 00 53 00 2 5658.964
2022 08 22 00 52 15 2 5658.966
2022 08 22 00 52 00 2 5658.966
2022 08 22 00 51 15 2 5658.966
2022 08 22 00 51 00 2 5658.966
2022 08 22 00 50 15 2 5658.964
2022 08 22 00 50 00 2 5658.964
2022 08 22 00 49 15 2 5658.967
2022 08 22 00 49 00 2 5658.967
2022 08 22 00 48 15 2 5658.976
2022 08 22 00 48 00 2 5658.976
2022 08 22 00 47 15 2 5658.983
2022 08 22 00 47 00 2 5658.983
2022 08 22 00 46 15 2 5658.986
2022 08 22 00 46 00 2 5658.986
2022 08 22 00 45 15 2 5658.989
2022 08 22 00 45 00 2 5658.989
2022 08 22 00 45 00 1 9999.000
2022 08 22 00 44 15 2 5658.991
2022 08 22 00 44 00 2 5658.991
2022 08 22 00 43 15 2 5658.995
2022 08 22 00 43 00 2 5658.995
2022 08 22 00 42 15 2 5658.998
2022 08 22 00 42 00 2 5658.998
2022 08 22 00 41 15 2 5659.001
2022 08 22 00 41 00 2 5659.001
2022 08 22 00 40 15 2 5659.003
2022 08 22 00 40 00 2 5659.003
2022 08 22 00 39 15 2 5659.007
2022 08 22 00 39 00 2 5659.007
2022 08 22 00 38 15 2 5659.009
2022 08 22 00 38 00 2 5659.009
2022 08 22 00 37 15 2 5659.012
2022 08 22 00 37 00 2 5659.012
2022 08 22 00 36 15 2 5659.014
2022 08 22 00 36 00 2 5659.014
2022 08 22 00 35 15 2 5659.014
2022 08 22 00 35 00 2 5659.014
2022 08 22 00 34 15 2 5659.011
2022 08 22 00 34 00 2 5659.011
2022 08 22 00 33 15 2 5659.014
2022 08 22 00 33 00 2 5659.014
2022 08 22 00 32 15 2 5659.022
2022 08 22 00 32 00 2 5659.022
2022 08 22 00 31 15 2 5659.030
2022 08 22 00 31 00 2 5659.030
2022 08 22 00 30 15 2 5659.033
2022 08 22 00 30 00 2 5659.033
2022 08 22 00 30 00 1 9999.000
2022 08 22 00 29 15 2 5659.036
2022 08 22 00 29 00 2 5659.036
2022 08 22 00 28 15 2 5659.038
2022 08 22 00 28 00 2 5659.038
2022 08 22 00 27 15 2 5659.038
2022 08 22 00 27 00 2 5659.038
2022 08 22 00 26 15 2 5659.036
2022 08 22 00 26 00 2 5659.036
2022 08 22 00 25 15 2 5659.037
2022 08 22 00 25 00 2 5659.037
2022 08 22 00 24 15 2 5659.046
2022 08 22 00 24 00 2 5659.046
2022 08 22 00 23 15 2 5659.053
2022 08 22 00 23 00 2 5659.053
2022 08 22 00 22 15 2 5659.055
2022 08 22 00 22 00 2 5659.055
2022 08 22 00 21 15 2 5659.058
2022 08 22 00 21 00 2 5659.058
2022 08 22 00 20 15 2 5659.060
2022 08 22 00 20 00 2 5659.060
2022 08 22 00 19 15 2 5659.059
2022 08 22 00 19 00 2 5659.059
2022 08 22 00 18 15 2 5659.057
2022 08 22 00 18 00 2 5659.057
2022 08 22 00 17 15 2 5659.058
2022 08 22 00 17 00 2 5659.058
2022 08 22 00 16 15 2 5659.067
2022 08 22 00 16 00 2 5659.067
2022 08 22 00 15 15 2 5659.075
2022 08 22 00 15 00 2 5659.075
2022 08 22 00 15 00 1 9999.000
2022 08 22 00 14 15 2 5659.077
2022 08 22 00 14 00 2 5659.077
2022 08 22 00 13 15 2 5659.079
2022 08 22 00 13 00 2 5659.079
2022 08 22 00 12 15 2 5659.080
2022 08 22 00 12 00 2 5659.080
2022 08 22 00 11 15 2 5659.080
2022 08 22 00 11 00 2 5659.080
2022 08 22 00 10 15 2 5659.076
2022 08 22 00 10 00 2 5659.076
2022 08 22 00 09 15 2 5659.078
2022 08 22 00 09 00 2 5659.078
2022 08 22 00 08 15 2 5659.085
2022 08 22 00 08 00 2 5659.085
2022 08 22 00 07 15 2 5659.092
2022 08 22 00 07 00 2 5659.092
2022 08 22 00 06 15 2 5659.091
2022 08 22 00 06 00 2 5659.091
2022 08 22 00 05 15 2 5659.091
2022 08 22 00 05 00 2 5659.091
2022 08 22 00 04 15 2 5659.097
2022 08 22 00 04 00 2 5659.097
2022 08 22 00 03 15 2 5659.096
2022 08 22 00 03 00 2 5659.096
2022 08 22 00 02 15 2 5659.093
2022 08 22 00 02 00 2 5659.093
2022 08 22 00 01 15 2 5659.097
2022 08 22 00 01 00 2 5659.097
2022 08 22 00 00 15 2 5659.106
2022 08 22 00 00 00 2 5659.106
2022 08 22 00 00 00 1 9999.000
2022 08 21 23 59 00 2 5659.113
2022 08 21 23 58 00 2 5659.116
2022 08 21 23 57 00 2 5659.119
2022 08 21 23 56 00 2 5659.121
2022 08 21 23 55 00 2 5659.120
2022 08 21 23 54 00 2 5659.118
2022 08 21 23 53 00 2 5659.118
2022 08 21 23 52 00 2 5659.127
2022 08 21 23 51 00 2 5659.134
2022 08 21 23 50 00 2 5659.137
2022 08 21 23 49 00 2 5659.139
2022 08 21 23 48 00 2 5659.141
2022 08 21 23 47 00 2 5659.141
2022 08 21 23 46 00 2 5659.137
2022 08 21 23 45 00 2 5659.139
2022 08 21 23 45 00 1 9999.000
2022 08 21 23 44 00 2 5659.148
2022 08 21 23 43 00 2 5659.155
2022 08 21 23 42 00 2 5659.157
2022 08 21 23 41 00 2 5659.159
2022 08 21 23 40 00 2 5659.161
2022 08 21 23 39 00 2 5659.161
2022 08 21 23 38 00 2 5659.158
2022 08 21 23 37 00 2 5659.159
2022 08 21 23 36 00 2 5659.167
2022 08 21 23 35 00 2 5659.175
2022 08 21 23 34 00 2 5659.178
2022 08 21 23 33 00 2 5659.179
2022 08 21 23 32 00 2 5659.180
2022 08 21 23 31 00 2 5659.180
2022 08 21 23 30 00 2 5659.177
2022 08 21 23 30 00 1 9999.000
2022 08 21 23 29 00 2 5659.177
2022 08 21 23 28 00 2 5659.183
2022 08 21 23 27 00 2 5659.187
2022 08 21 23 26 00 2 5659.184
2022 08 21 23 25 00 2 5659.182
2022 08 21 23 24 00 2 5659.188
2022 08 21 23 23 15 3 5659.188
2022 08 21 23 23 00 3 5659.185
2022 08 21 23 23 00 2 5659.188
2022 08 21 23 22 45 3 5659.185
2022 08 21 23 22 30 3 5659.185
2022 08 21 23 22 15 3 5659.185
2022 08 21 23 22 00 3 5659.186
2022 08 21 23 22 00 2 5659.185
2022 08 21 23 21 45 3 5659.188
2022 08 21 23 21 30 3 5659.189
2022 08 21 23 21 15 3 5659.191
2022 08 21 23 21 00 3 5659.192
2022 08 21 23 21 00 2 5659.190
2022 08 21 23 20 45 3 5659.194
2022 08 21 23 20 30 3 5659.195
2022 08 21 23 20 15 3 5659.191
2022 08 21 23 20 00 3 5659.188
2022 08 21 23 20 00 2 5659.192
2022 08 21 23 19 45 3 5659.228
2022 08 21 23 19 30 3 5659.230
2022 08 21 23 19 00 2 5659.231
2022 08 21 23 18 00 2 5659.236
2022 08 21 23 17 00 2 5659.240
2022 08 21 23 16 00 2 5659.243
2022 08 21 23 15 00 2 5659.244
2022 08 21 23 15 00 1 9999.000
2022 08 21 23 14 00 2 5659.247
2022 08 21 23 13 00 2 5659.248
2022 08 21 23 12 00 2 5659.249
2022 08 21 23 11 00 2 5659.250
2022 08 21 23 10 00 2 5659.250
2022 08 21 23 09 00 2 5659.249
2022 08 21 23 08 00 2 5659.249
2022 08 21 23 07 00 2 5659.252
2022 08 21 23 06 00 2 5659.250
2022 08 21 23 05 00 2 5659.229
2022 08 21 23 04 00 2 5659.236
2022 08 21 23 03 00 2 5659.235
2022 08 21 23 02 00 2 5659.234
2022 08 21 23 01 00 2 5659.239
2022 08 21 23 00 00 2 5659.239
2022 08 21 23 00 00 1 5659.238
2022 08 21 22 59 00 2 5659.239
2022 08 21 22 58 00 2 5659.237
2022 08 21 22 57 00 2 5659.238
2022 08 21 22 56 00 2 5659.238
2022 08 21 22 55 00 2 5659.240
2022 08 21 22 54 00 2 5659.243
2022 08 21 22 53 00 2 5659.245
2022 08 21 22 52 00 2 5659.247
2022 08 21 22 51 00 2 5659.249
2022 08 21 22 50 00 2 5659.251
2022 08 21 22 49 00 2 5659.253
2022 08 21 22 48 00 2 5659.256
2022 08 21 22 47 00 2 5659.258
2022 08 21 22 46 00 2 5659.260
2022 08 21 22 45 00 2 5659.261
2022 08 21 22 45 00 1 5659.262
2022 08 21 22 44 00 2 5659.263
2022 08 21 22 43 00 2 5659.266
2022 08 21 22 42 00 2 5659.268
2022 08 21 22 41 00 2 5659.269
2022 08 21 22 40 00 2 5659.271
2022 08 21 22 39 00 2 5659.272
2022 08 21 22 38 00 2 5659.274
2022 08 21 22 37 00 2 5659.275
2022 08 21 22 36 00 2 5659.276
2022 08 21 22 35 00 2 5659.275
2022 08 21 22 34 00 2 5659.274
2022 08 21 22 33 00 2 5659.275
2022 08 21 22 32 00 2 5659.278
2022 08 21 22 31 00 2 5659.285
2022 08 21 22 30 00 2 5659.289
2022 08 21 22 30 00 1 5659.291
2022 08 21 22 29 00 2 5659.292
2022 08 21 22 28 00 2 5659.296
2022 08 21 22 27 00 2 5659.299
2022 08 21 22 26 00 2 5659.302
2022 08 21 22 25 00 2 5659.305
2022 08 21 22 24 00 2 5659.307
2022 08 21 22 23 00 2 5659.308
2022 08 21 22 22 00 2 5659.311
2022 08 21 22 21 00 2 5659.313
2022 08 21 22 20 00 2 5659.315
2022 08 21 22 19 00 2 5659.316
2022 08 21 22 18 00 2 5659.318
2022 08 21 22 17 00 2 5659.319
2022 08 21 22 16 00 2 5659.321
2022 08 21 22 15 00 2 5659.322
2022 08 21 22 15 00 1 5659.322
2022 08 21 22 14 00 2 5659.323
2022 08 21 22 13 00 2 5659.325
2022 08 21 22 12 00 2 5659.326
2022 08 21 22 11 00 2 5659.327
2022 08 21 22 10 00 2 5659.328
2022 08 21 22 09 00 2 5659.326
2022 08 21 22 08 00 2 5659.325
2022 08 21 22 07 00 2 5659.330
2022 08 21 22 06 00 2 5659.329
2022 08 21 22 05 00 2 5659.329
2022 08 21 22 04 00 2 5659.334
2022 08 21 22 03 00 2 5659.332
2022 08 21 22 02 00 2 5659.332
2022 08 21 22 01 00 2 5659.338
2022 08 21 22 00 00 2 5659.339
2022 08 21 22 00 00 1 5659.339
2022 08 21 21 45 00 1 5659.355
2022 08 21 21 30 00 1 5659.365
2022 08 21 21 15 00 1 5659.374
2022 08 21 21 00 00 1 5659.376
2022 08 21 20 45 00 1 5659.379
2022 08 21 20 30 00 1 5659.378
2022 08 21 20 15 00 1 5659.374
2022 08 21 20 00 00 1 5659.367
2022 08 21 19 45 00 1 5659.355
2022 08 21 19 30 00 1 5659.338
2022 08 21 19 15 00 1 5659.317
2022 08 21 19 00 00 1 5659.293
2022 08 21 18 45 00 1 5659.269
2022 08 21 18 30 00 1 5659.240
2022 08 21 18 15 00 1 5659.210
2022 08 21 18 00 00 1 5659.179
2022 08 21 17 45 00 1 5659.148
2022 08 21 17 30 00 1 5659.117
2022 08 21 17 15 00 1 5659.083
2022 08 21 17 00 00 1 5659.051
2022 08 21 16 45 00 1 5659.018
2022 08 21 16 30 00 1 5658.987
2022 08 21 16 15 00 1 5658.955
2022 08 21 16 00 00 1 5658.923
2022 08 21 15 45 00 1 5658.891
2022 08 21 15 30 00 1 5658.861
2022 08 21 15 15 00 1 5658.835
2022 08 21 15 00 00 1 5658.809
2022 08 21 14 45 00 1 5658.785
2022 08 21 14 30 00 1 5658.765
2022 08 21 14 15 00 1 5658.750
2022 08 21 14 00 00 1 5658.739
2022 08 21 13 45 00 1 5658.733
2022 08 21 13 30 00 1 5658.726
2022 08 21 13 15 00 1 5658.725
2022 08 21 13 00 00 1 5658.725
2022 08 21 12 45 00 1 5658.732
2022 08 21 12 30 00 1 5658.737
2022 08 21 12 15 00 1 5658.745
2022 08 21 12 00 00 1 5658.753
2022 08 21 11 45 00 1 5658.766
2022 08 21 11 30 00 1 5658.778
2022 08 21 11 15 00 1 5658.794
2022 08 21 11 00 00 1 5658.808
2022 08 21 10 45 00 1 5658.823
2022 08 21 10 30 00 1 5658.838
2022 08 21 10 15 00 1 5658.852
2022 08 21 10 00 00 1 5658.864
2022 08 21 09 45 00 1 5658.873
2022 08 21 09 30 00 1 5658.884
2022 08 21 09 15 00 1 5658.889
2022 08 21 09 00 00 1 5658.893
2022 08 21 08 45 00 1 5658.895
2022 08 21 08 30 00 1 5658.894
2022 08 21 08 15 00 1 5658.890
2022 08 21 08 00 00 1 5658.885
2022 08 21 07 45 00 1 5658.875
2022 08 21 07 30 00 1 5658.863
2022 08 21 07 15 00 1 5658.846
2022 08 21 07 00 00 1 5658.828
2022 08 21 06 45 00 1 5658.806
2022 08 21 06 30 00 1 5658.783
2022 08 21 06 15 00 1 5658.758
2022 08 21 06 00 00 1 5658.731
2022 08 21 05 45 00 1 5658.703
2022 08 21 05 30 00 1 5658.675
2022 08 21 05 15 00 1 5658.645
2022 08 21 05 00 00 1 5658.616
2022 08 21 04 45 00 1 5658.587
2022 08 21 04 30 00 1 5658.563
2022 08 21 04 15 00 1 5658.541
2022 08 21 04 00 00 1 5658.520
2022 08 21 03 45 00 1 5658.503
2022 08 21 03 30 00 1 5658.490
2022 08 21 03 15 00 1 5658.477
2022 08 21 03 00 00 1 5658.470
2022 08 21 02 45 00 1 5658.468
2022 08 21 02 30 00 1 5658.471
2022 08 21 02 15 00 1 5658.480
2022 08 21 02 00 00 1 5658.495
2022 08 21 01 45 00 1 5658.513
2022 08 21 01 30 00 1 5658.537
2022 08 21 01 15 00 1 5658.570
2022 08 21 01 00 00 1 5658.606
2022 08 21 00 45 00 1 5658.649
2022 08 21 00 30 00 1 5658.697
2022 08 21 00 15 00 1 5658.750
2022 08 21 00 00 00 1 5658.806
